Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,CompanyLoyaltyRatio,PositionStagnationRatio,ManagementStabilityRatio,JobLevelSalaryRatio,DepartmentSalaryRatio,EducationReturnRatio
20,Yes,Travel_Frequently,871,Research & Development,6,3,Life Sciences,4,Female,66,2,1,Laboratory Technician,4,Single,2926,19783,1,Yes,18,3,2,0,1,5,3,1,0,1,0,1.0,1.0,0.0,1.0499063302264264,0.46583063354871973,0.44896140562652986
34,No,Travel_Rarely,665,Research & Development,6,4,Other,1,Female,41,3,2,Research Scientist,3,Single,4809,12482,1,No,14,3,3,0,16,3,3,16,13,2,10,1.0,0.125,0.625,0.8740017752268724,0.7656115915023216,0.7038520264068348
37,No,Non-Travel,1040,Research & Development,2,2,Life Sciences,3,Male,100,2,2,Healthcare Representative,4,Divorced,5163,15850,5,No,14,3,4,1,17,2,4,1,0,0,0,0.058823529411764705,0.0,0.0,0.9383387742766359,0.8219697747819685,0.8291784221778515
59,No,Non-Travel,1420,Human Resources,2,4,Human Resources,3,Female,32,2,5,Manager,4,Married,18844,21922,9,No,21,4,4,1,30,3,3,3,2,2,2,0.1,0.6666666666666666,0.6666666666666666,0.9818763422833997,2.8317645992452904,2.7580344324413377
50,No,Travel_Frequently,1115,Research & Development,1,3,Life Sciences,1,Female,73,3,5,Research Director,2,Married,18172,9755,3,Yes,19,3,1,0,28,1,2,8,3,0,7,0.2857142857142857,0.0,0.875,0.9468614355749279,2.8930534083552066,2.788286624417396
25,Yes,Travel_Rarely,240,Sales,5,3,Marketing,3,Male,46,2,2,Sales Executive,3,Single,5744,26959,1,Yes,11,3,4,0,6,1,3,6,4,0,3,1.0,0.0,0.5,1.0439314196097225,0.8253854721532474,0.8813514401636321
25,No,Travel_Rarely,1280,Research & Development,7,1,Medical,4,Male,64,2,1,Research Scientist,4,Married,2889,26897,1,No,11,3,3,2,2,2,3,2,2,2,1,1.0,1.0,0.5,1.03663000274236,0.45994008896864363,0.5121822260367902
22,No,Travel_Rarely,534,Research & Development,15,3,Medical,2,Female,59,3,1,Laboratory Technician,4,Single,2871,23785,1,No,15,3,3,0,1,5,3,0,0,0,0,0.0,1.0,1.0,1.0301712488311927,0.4570744186323904,0.4405222814606176
51,No,Travel_Frequently,1456,Research & Development,1,4,Medical,1,Female,30,2,3,Healthcare Representative,1,Single,7484,25796,3,No,20,4,3,0,23,1,2,13,12,12,8,0.5652173913043478,0.9230769230769231,0.6153846153846154,0.7623314320745028,1.1914820442510656,1.0953688013368166
34,Yes,Travel_Frequently,658,Research & Development,7,3,Life Sciences,1,Male,66,1,2,Laboratory Technician,3,Single,6074,22887,1,Yes,24,4,4,0,9,3,3,9,7,0,6,1.0,0.0,0.6666666666666666,1.1039065882154342,0.9670045345778959,0.9319861851591054
54,No,Non-Travel,142,Human Resources,26,3,Human Resources,4,Female,30,4,4,Manager,4,Single,17328,13871,2,Yes,12,3,3,0,23,3,3,5,3,4,4,0.21739130434782608,0.8,0.8,1.1176627007042104,2.6039491071811924,2.658784428125943
24,No,Travel_Rarely,1127,Research & Development,18,1,Life Sciences,2,Male,52,3,1,Laboratory Technician,3,Married,2774,13257,1,No,12,3,3,1,6,2,3,5,3,1,2,0.8333333333333334,0.2,0.4,0.9953657416432354,0.44163163959813684,0.49179421773141435
34,No,Travel_Rarely,1031,Research & Development,6,4,Life Sciences,3,Female,45,2,2,Research Scientist,2,Divorced,4505,15000,6,No,15,3,3,1,12,3,3,1,0,0,0,0.08333333333333333,0.0,0.0,0.81875192293555,0.7172136036011559,0.6593581574054461
37,No,Travel_Rarely,1189,Sales,3,3,Life Sciences,3,Male,87,3,3,Sales Executive,4,Single,7428,14506,2,No,12,3,1,0,12,3,3,5,3,1,3,0.4166666666666667,0.2,0.6,0.7566271883283547,1.0673682602984544,1.1397420782617442
34,No,Travel_Rarely,1354,Research & Development,5,3,Medical,3,Female,45,2,3,Manager,1,Single,11631,5615,2,No,12,3,4,0,14,6,3,11,10,5,8,0.7857142857142857,0.45454545454545453,0.7272727272727273,1.1847510537758608,1.8517006489422962,1.7846446031586358
36,No,Travel_Frequently,1467,Sales,11,2,Technical Degree,2,Female,92,3,3,Sales Executive,4,Married,9738,22952,1,No,14,3,3,1,10,6,3,9,7,2,8,0.9,0.2222222222222222,0.8888888888888888,0.9919272428569627,1.3993042701650982,1.5639239734975632
36,No,Travel_Rarely,922,Research & Development,3,2,Life Sciences,1,Female,39,3,1,Laboratory Technician,4,Divorced,2835,2561,5,No,22,4,1,1,7,2,3,1,0,0,0,0.14285714285714285,0.0,0.0,1.017253741008858,0.45134307795988393,0.4553013416374606
43,No,Travel_Frequently,394,Sales,26,2,Life Sciences,3,Male,92,3,4,Manager,4,Married,16959,19494,1,Yes,12,3,4,2,25,3,4,25,12,4,12,1.0,0.16,0.48,1.0938620580126213,2.4369276152936847,2.7236174436789047
30,No,Travel_Frequently,1312,Research & Development,23,3,Life Sciences,1,Male,96,1,1,Research Scientist,3,Divorced,2613,22310,1,No,25,4,3,3,10,2,2,10,7,0,9,1.0,0.0,0.9,0.9375957761044608,0.4159998104794274,0.40093511719142944
33,No,Non-Travel,750,Sales,22,2,Marketing,3,Male,95,3,2,Sales Executive,2,Married,6146,15480,1,No,13,3,1,1,8,2,4,7,7,0,7,0.875,0.0,1.0,1.1169920795475894,0.8831509595845854,0.9870483406362726
56,Yes,Travel_Rarely,441,Research & Development,14,4,Life Sciences,2,Female,72,3,1,Research Scientist,2,Married,4963,4510,9,Yes,18,3,1,3,7,2,3,5,4,4,3,0.7142857142857143,0.8,0.6,1.7808219811735317,0.7901289932680438,0.7263916837299066
51,No,Travel_Rarely,684,Research & Development,6,3,Life Sciences,1,Male,51,3,5,Research Director,3,Single,19537,6462,7,No,13,3,3,0,23,5,3,20,18,15,15,0.8695652173913043,0.75,0.75,1.0179854648265114,3.1103667421877432,2.997730342353217
31,Yes,Travel_Rarely,249,Sales,6,4,Life Sciences,2,Male,76,1,2,Sales Executive,3,Married,6172,20739,4,Yes,18,3,2,0,12,3,2,7,7,7,7,0.5833333333333334,1.0,1.0,1.1217173958619788,0.8868870358861148,0.9033426298571395
26,No,Travel_Rarely,841,Research & Development,6,3,Other,3,Female,46,2,1,Research Scientist,2,Married,2368,23300,1,No,19,3,3,0,5,3,2,5,4,4,3,1.0,0.8,0.6,0.8496849589802384,0.3769948531248695,0.3633426549978205
58,Yes,Travel_Rarely,147,Research & Development,23,4,Medical,4,Female,94,3,3,Healthcare Representative,4,Married,10312,3465,1,No,12,3,4,1,40,3,2,40,10,15,6,1.0,0.375,0.15,1.0503957412549803,1.6417106948579623,1.5092788721786816
19,Yes,Travel_Rarely,528,Sales,22,1,Marketing,4,Male,50,3,1,Sales Representative,3,Single,1675,26820,1,Yes,19,3,4,0,0,2,2,0,0,0,0,1.0,1.0,1.0,0.6010229334002953,0.24068953096390835,0.296955773143518
22,No,Travel_Rarely,594,Research & Development,2,1,Technical Degree,3,Male,100,3,1,Laboratory Technician,4,Married,2523,19299,1,No,14,3,3,1,3,2,3,2,1,2,1,0.6666666666666666,1.0,0.5,0.905302006548624,0.40167145879816124,0.4472951735170722
49,No,Travel_Rarely,470,Research & Development,20,4,Medical,3,Female,96,3,2,Manufacturing Director,1,Married,6567,5549,1,No,14,3,3,0,16,2,2,15,11,5,11,0.9375,0.3333333333333333,0.7333333333333333,1.1935058552536641,1.0454920610097205,0.9611553872767069
43,No,Travel_Frequently,957,Research & Development,28,3,Medical,2,Female,72,4,1,Research Scientist,3,Single,4739,16090,4,No,12,3,4,0,18,2,3,3,2,1,2,0.16666666666666666,0.3333333333333333,0.6666666666666666,1.7004463769456715,0.7544673179724479,0.7271456258592361
50,No,Travel_Frequently,809,Sales,12,3,Marketing,3,Female,77,3,3,Sales Executive,4,Single,9208,6645,4,No,11,3,4,0,16,3,3,2,2,2,1,0.125,1.0,0.5,0.9379406502594898,1.3231457917108467,1.4128628239949033
31,Yes,Travel_Rarely,542,Sales,20,3,Life Sciences,2,Female,71,1,2,Sales Executive,3,Married,4559,24788,3,Yes,11,3,3,1,4,2,3,2,2,2,2,0.5,1.0,1.0,0.8285660414346665,0.6551066099489302,0.6995266740435234
41,No,Travel_Rarely,802,Sales,9,1,Life Sciences,3,Male,96,3,3,Sales Executive,3,Divorced,8189,21196,3,Yes,13,3,3,1,12,2,3,9,7,0,7,0.75,0.0,0.7777777777777778,0.8341437863786884,1.1767203397393704,1.451803478371504
26,No,Travel_Rarely,1355,Human Resources,25,1,Life Sciences,3,Female,61,3,1,Human Resources,3,Married,2942,8916,1,No,23,4,4,1,8,3,3,8,7,5,7,1.0,0.625,0.875,1.0556474448141306,0.4421063177127809,0.5215784385601373
36,No,Travel_Rarely,216,Research & Development,6,2,Medical,2,Male,84,3,2,Manufacturing Director,2,Divorced,4941,2819,6,No,20,4,4,2,7,0,3,3,2,0,1,0.42857142857142855,0.0,0.3333333333333333,0.8979918426691571,0.786626507301512,0.7935251954252884
51,Yes,Travel_Frequently,1150,Research & Development,8,4,Life Sciences,1,Male,53,1,3,Manufacturing Director,4,Single,10650,25150,2,No,15,3,4,0,18,2,3,4,2,0,3,0.2222222222222222,0.0,0.75,1.0848249267228027,1.6955216156164952,1.5587490291604886
39,No,Travel_Rarely,1329,Sales,4,4,Life Sciences,4,Female,47,2,2,Sales Executive,3,Married,5902,14590,4,No,14,3,3,1,17,1,4,15,11,5,9,0.8823529411764706,0.3333333333333333,0.6,1.0726468033663965,0.8480893204471565,0.8638250488361694
25,No,Travel_Rarely,959,Sales,28,3,Life Sciences,1,Male,41,2,2,Sales Executive,3,Married,8639,24835,2,No,18,3,4,0,6,3,3,2,2,2,2,0.3333333333333333,1.0,1.0,1.5700772169234665,1.241383198804301,1.3255562485330115
30,No,Travel_Rarely,1240,Human Resources,9,3,Human Resources,3,Male,48,3,2,Human Resources,4,Married,6347,13982,1,Yes,19,3,4,0,12,2,1,11,9,4,7,0.9166666666666666,0.36363636363636365,0.6363636363636364,1.153522409516523,0.9537895304293068,0.9738749287462697
32,Yes,Travel_Rarely,1033,Research & Development,9,3,Medical,1,Female,41,3,1,Laboratory Technician,1,Single,4200,10224,7,No,22,4,1,0,10,2,4,5,4,0,4,0.5,0.0,0.8,1.5070425792723823,0.6686564117924206,0.6444422090332964
45,No,Travel_Rarely,1316,Research & Development,29,3,Medical,3,Male,83,3,1,Research Scientist,4,Single,3452,9752,5,No,13,3,2,0,9,2,2,6,5,0,3,0.6666666666666666,0.0,0.5,1.2386454722972058,0.5495718889303419,0.5296701203768903
38,No,Travel_Rarely,364,Research & Development,3,5,Technical Degree,4,Female,32,3,2,Research Scientist,3,Single,4317,2302,3,Yes,20,4,2,0,19,2,3,3,2,2,2,0.15789473684210525,0.6666666666666666,0.6666666666666666,0.7845842511238112,0.6872832689780667,0.5215250914234371
30,No,Travel_Rarely,438,Research & Development,18,3,Life Sciences,1,Female,75,3,1,Research Scientist,3,Single,2632,23910,1,No,14,3,3,0,5,4,2,5,4,0,4,1.0,0.0,0.8,0.9444133496773597,0.4190246847232503,0.4038504509941991
32,No,Travel_Frequently,689,Sales,9,2,Medical,4,Male,35,1,2,Sales Executive,4,Divorced,4668,22812,1,No,17,3,4,3,9,2,4,8,7,0,7,0.8888888888888888,0.0,0.875,0.8483760213680682,0.6707693913668801,0.7496813625268663
30,No,Travel_Rarely,201,Research & Development,5,3,Technical Degree,4,Female,84,3,1,Research Scientist,1,Divorced,3204,10415,5,No,14,3,4,1,8,3,3,3,2,2,2,0.375,0.6666666666666666,0.6666666666666666,1.1496581961877888,0.5100893198530752,0.4916173423196861
30,No,Travel_Rarely,1427,Research & Development,2,1,Medical,2,Male,35,2,1,Laboratory Technician,4,Single,2720,11162,1,No,13,3,4,0,6,3,3,5,3,1,2,0.8333333333333334,0.2,0.4,0.9759894799097334,0.4330346285893772,0.48222071817932477
41,No,Travel_Frequently,857,Research & Development,10,3,Life Sciences,4,Male,91,2,4,Manager,1,Divorced,17181,12888,4,No,13,3,2,1,21,2,2,7,6,7,7,0.3333333333333333,1.0,1.0,1.1081811438595937,2.735282335953709,2.6362289508097776
41,No,Travel_Rarely,933,Research & Development,9,4,Life Sciences,3,Male,94,3,1,Laboratory Technician,1,Married,2238,6961,2,No,21,4,4,1,7,2,3,5,0,1,4,0.7142857142857143,0.2,0.8,0.803038402955141,0.35629834514081843,0.32755683824048576
19,No,Travel_Rarely,1181,Research & Development,3,1,Medical,2,Female,79,3,1,Laboratory Technician,2,Single,1483,16102,1,No,14,3,4,0,1,3,3,1,0,0,0,1.0,0.0,0.0,0.5321295583478436,0.23609939492575233,0.26291666362497745
40,No,Travel_Frequently,1395,Research & Development,26,3,Medical,2,Female,54,3,2,Research Scientist,2,Divorced,5605,8504,1,No,11,3,1,1,20,2,3,20,7,2,13,1.0,0.1,0.65,1.0186691516212558,0.8923379019277423,0.860023471817054
35,No,Travel_Rarely,662,Sales,1,5,Marketing,3,Male,94,3,3,Sales Executive,2,Married,7295,11439,1,No,13,3,1,2,10,3,3,10,8,0,6,1.0,0.0,0.6,0.7430796094312531,1.0482567930637083,0.8812892151804432
53,No,Travel_Rarely,1436,Sales,6,2,Marketing,2,Male,34,3,2,Sales Representative,3,Married,2306,16047,2,Yes,20,4,4,1,13,3,1,7,7,4,5,0.5384615384615384,0.5714285714285714,0.7142857142857143,0.4190992084993071,0.3313612288971777,0.370343877889236
45,No,Travel_Rarely,194,Research & Development,9,3,Life Sciences,2,Male,60,3,2,Laboratory Technician,2,Divorced,2348,10901,8,No,18,3,3,1,20,2,1,17,9,0,15,0.85,0.0,0.8823529411764706,0.42673241177639765,0.37381077497347703,0.3602738825738524
32,No,Travel_Frequently,967,Sales,8,3,Marketing,2,Female,43,3,3,Sales Executive,4,Single,8998,15589,1,No,14,3,4,0,9,2,3,9,8,3,7,1.0,0.3333333333333333,0.7777777777777778,0.9165497362114345,1.2929697908138789,1.3806407135432384
29,No,Non-Travel,1496,Research & Development,1,1,Technical Degree,4,Male,41,3,2,Manufacturing Director,3,Married,4319,26283,1,No,13,3,1,1,10,1,3,10,7,0,9,1.0,0.0,0.9,0.7849477369941489,0.6876016767932058,0.7657026771384206
51,No,Travel_Rarely,1169,Research & Development,7,4,Medical,2,Male,34,2,2,Manufacturing Director,3,Married,6132,13983,2,No,17,3,3,0,10,2,3,1,0,0,0,0.1,0.0,0.0,1.114447678455226,0.9762383612169341,0.8974881734095884
58,No,Travel_Rarely,1145,Research & Development,9,3,Medical,2,Female,75,2,1,Research Scientist,2,Married,3346,11873,4,Yes,20,4,2,1,9,3,2,1,0,0,0,0.1111111111111111,0.0,0.0,1.2006105881536646,0.5326962747279618,0.5134056265298595
40,No,Travel_Rarely,630,Sales,4,4,Marketing,3,Male,67,2,3,Sales Executive,4,Married,10855,8552,7,No,11,3,1,1,15,2,2,12,11,2,11,0.8,0.16666666666666666,0.9166666666666666,1.1057065332935232,1.5598118558884926,1.588753118454188
34,No,Travel_Frequently,303,Sales,2,4,Marketing,3,Female,75,3,1,Sales Representative,3,Married,2231,11314,6,No,18,3,4,1,6,3,3,4,3,1,2,0.6666666666666666,0.25,0.5,0.8005266653230203,0.32058408571968927,0.32653230836216435
22,No,Travel_Rarely,1256,Research & Development,19,1,Medical,3,Male,80,3,1,Research Scientist,4,Married,2323,11992,1,No,24,4,1,2,2,6,3,2,2,2,2,1.0,1.0,1.0,0.8335380742023201,0.36983067728423646,0.41183776776859243
27,No,Non-Travel,691,Research & Development,9,3,Medical,4,Male,57,3,1,Research Scientist,2,Divorced,2024,5970,6,No,18,3,4,1,6,1,1,2,2,2,2,0.3333333333333333,1.0,1.0,0.7262509953445957,0.32222870892091887,0.3105597693055695
28,No,Travel_Rarely,440,Research & Development,21,3,Medical,3,Male,42,3,1,Research Scientist,4,Married,2713,6672,1,No,11,3,3,1,5,2,1,5,2,0,2,1.0,0.0,0.4,0.9734777422776127,0.4319202012363898,0.41627897931126984
57,No,Travel_Rarely,334,Research & Development,24,2,Life Sciences,3,Male,83,4,3,Healthcare Representative,4,Divorced,9439,23402,3,Yes,16,3,2,1,12,2,1,5,3,1,4,0.4166666666666667,0.2,0.8,0.9614706557123506,1.5027256835496805,1.5159045374659579
27,No,Non-Travel,1450,Research & Development,3,3,Medical,3,Male,79,2,1,Research Scientist,3,Divorced,2566,25326,1,Yes,15,3,4,1,1,2,2,1,1,0,1,1.0,0.0,1.0,0.9207312520030794,0.4085172268236551,0.3937235019951044
50,No,Travel_Rarely,1452,Research & Development,11,3,Life Sciences,3,Female,53,3,5,Manager,2,Single,19926,17053,3,No,15,3,2,0,21,5,3,5,4,4,4,0.23809523809523808,0.8,0.8,1.0382545105253143,3.172297062232327,3.0574179659993965
41,No,Travel_Rarely,465,Research & Development,14,3,Life Sciences,1,Male,56,3,1,Research Scientist,3,Divorced,2451,4609,4,No,12,3,1,1,13,2,3,9,8,1,8,0.6923076923076923,0.1111111111111111,0.8888888888888888,0.8794669909039545,0.3902087774531483,0.376078060557288
30,No,Travel_Rarely,1339,Sales,5,3,Life Sciences,2,Female,41,3,3,Sales Executive,4,Married,9419,8053,2,No,12,3,3,1,12,2,3,10,9,7,4,0.8333333333333334,0.7,0.4,0.959433425803012,1.3534654878501806,1.4452383730677665
38,No,Travel_Rarely,702,Sales,1,4,Life Sciences,1,Female,59,2,2,Sales Executive,4,Single,8686,12930,4,No,22,4,3,0,12,2,4,8,3,0,7,0.6666666666666666,0.0,0.875,1.5786191348764012,1.248136875195527,1.2712952175857282
32,No,Travel_Rarely,120,Research & Development,6,5,Life Sciences,3,Male,43,3,1,Research Scientist,3,Single,3038,12430,3,No,20,4,1,0,8,2,3,5,4,1,4,0.625,0.2,0.8,1.0900941323403566,0.4836614711965176,0.36701256144183503
27,No,Travel_Rarely,1157,Research & Development,17,3,Technical Degree,3,Male,51,3,1,Research Scientist,2,Married,3058,13364,1,Yes,16,3,4,1,6,3,2,5,2,1,1,0.8333333333333334,0.2,0.2,1.097270525574987,0.4868455493479101,0.4692153036247192
19,Yes,Travel_Frequently,602,Sales,1,1,Technical Degree,3,Female,100,1,1,Sales Representative,1,Single,2325,20989,1,No,21,4,1,0,1,5,4,0,0,0,0,0.0,1.0,1.0,0.8342557135257831,0.33409143850214146,0.4121923418260773
36,No,Travel_Frequently,1480,Research & Development,3,2,Medical,4,Male,30,3,1,Laboratory Technician,2,Single,2088,15062,4,No,12,3,3,0,13,3,2,8,7,7,2,0.6153846153846154,0.875,0.25,0.749215453695413,0.33241775900537485,0.33533305161870114
30,No,Non-Travel,111,Research & Development,9,3,Medical,3,Male,66,3,2,Laboratory Technician,1,Divorced,3072,11012,1,No,11,3,3,2,12,4,3,12,9,6,10,1.0,0.5,0.8333333333333334,0.5583142968386259,0.4890744040538848,0.47136344432149685
45,No,Travel_Rarely,1268,Sales,4,2,Life Sciences,3,Female,30,3,2,Sales Executive,1,Divorced,5006,6319,4,Yes,11,3,1,1,9,3,4,5,4,0,3,0.5555555555555556,0.0,0.6,0.9098051334551306,0.7193383832867613,0.8039642032582461
56,No,Travel_Rarely,713,Research & Development,8,3,Life Sciences,3,Female,67,3,1,Research Scientist,1,Divorced,4257,13939,4,Yes,18,3,3,1,19,3,3,2,2,2,2,0.10526315789473684,1.0,1.0,1.527495299991079,0.6777310345238892,0.6531882104416055
33,No,Travel_Rarely,134,Research & Development,2,3,Life Sciences,3,Male,90,3,1,Research Scientist,4,Single,2500,10515,1,No,14,3,1,0,4,2,4,3,1,0,2,0.75,0.0,0.6666666666666666,0.8970491543287991,0.3980097689240599,0.3835965529960098
19,Yes,Travel_Rarely,303,Research & Development,2,3,Life Sciences,2,Male,47,2,1,Laboratory Technician,4,Single,1102,9241,1,No,22,4,3,0,1,3,2,1,0,1,0,1.0,1.0,0.0,0.39541926722813464,0.1754427061417256,0.1690893605606411
46,No,Travel_Rarely,526,Sales,1,2,Marketing,2,Female,92,3,3,Sales Executive,1,Divorced,10453,2137,1,No,25,4,3,3,24,2,3,24,13,15,7,1.0,0.625,0.2916666666666667,1.0647582121158174,1.5020463684571546,1.6787530596600972
38,No,Travel_Rarely,1380,Research & Development,9,2,Life Sciences,3,Female,75,3,1,Laboratory Technician,4,Single,2288,6319,1,No,12,3,3,0,2,3,3,2,2,2,1,1.0,1.0,0.5,0.8209793860417168,0.3642585405192996,0.36745307572010927
31,No,Travel_Rarely,140,Research & Development,12,1,Medical,3,Female,95,3,1,Research Scientist,4,Married,3929,6984,8,Yes,23,4,3,1,7,0,3,4,2,0,2,0.5714285714285714,0.0,0.5,1.4098024509431406,0.6255121528410525,0.696560735928885
34,No,Travel_Rarely,629,Research & Development,27,2,Medical,4,Female,95,3,1,Research Scientist,2,Single,2311,5711,2,No,15,3,4,0,9,3,3,3,2,1,2,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.8292322382615418,0.367920230393401,0.37114687849177125
41,Yes,Travel_Rarely,1356,Sales,20,2,Marketing,2,Female,70,3,1,Sales Representative,2,Single,3140,21728,1,Yes,22,4,4,0,4,5,2,4,3,0,2,1.0,0.0,0.5,1.1266937378369717,0.45120306103084906,0.504284378392108
50,No,Travel_Rarely,328,Research & Development,1,3,Medical,3,Male,86,2,1,Laboratory Technician,3,Married,3690,3425,2,No,15,3,4,1,5,2,2,3,2,0,2,0.6,0.0,0.6666666666666666,1.3240445517893074,0.5874624189319124,0.5661885122221104
53,No,Travel_Rarely,1084,Research & Development,13,2,Medical,4,Female,57,4,2,Manufacturing Director,1,Divorced,4450,26250,1,No,11,3,3,2,5,3,3,4,2,1,3,0.8,0.25,0.75,0.8087560615012648,0.7084573886848267,0.7146705362563315
33,No,Travel_Rarely,931,Research & Development,14,3,Medical,4,Female,72,3,1,Research Scientist,2,Married,2756,4673,1,No,13,3,4,1,8,5,3,8,7,1,6,1.0,0.125,0.75,0.9889069877320681,0.43876596926188366,0.4228768400228012
40,No,Travel_Rarely,989,Research & Development,4,1,Medical,4,Female,46,3,5,Manager,3,Married,19033,6499,1,No,14,3,2,1,21,2,3,20,8,9,9,0.9523809523809523,0.45,0.45,0.9917242847951574,3.030127972772653,3.374304018054077
55,No,Travel_Rarely,692,Research & Development,14,4,Medical,3,Male,61,4,5,Research Director,2,Single,18722,13339,8,No,11,3,4,0,36,3,3,24,15,2,15,0.6666666666666666,0.08333333333333333,0.625,0.9755194693393021,2.9806155575184996,2.740178340276307
34,No,Travel_Frequently,1069,Research & Development,2,1,Life Sciences,4,Male,45,2,2,Manufacturing Director,3,Married,9547,14074,1,No,17,3,3,0,10,2,2,10,9,1,9,1.0,0.1,0.9,1.7350998020567583,1.5199197055672,1.6925592634036815
51,No,Travel_Rarely,313,Research & Development,3,3,Medical,4,Female,98,3,4,Healthcare Representative,2,Single,13734,7192,3,No,18,3,3,0,21,6,3,7,7,1,0,0.3333333333333333,0.14285714285714285,0.0,0.8858483109113356,2.1865064665612155,2.1073260235388793
52,No,Travel_Rarely,699,Research & Development,1,4,Life Sciences,3,Male,65,2,5,Manager,3,Married,19999,5678,1,No,14,3,1,1,34,5,3,33,18,11,9,0.9705882352941176,0.3333333333333333,0.2727272727272727,1.0420582131885858,3.1839189474849094,2.9270818623643766
27,No,Travel_Rarely,894,Research & Development,9,3,Medical,4,Female,99,3,1,Research Scientist,2,Single,2279,11781,1,No,16,3,4,0,7,2,2,7,7,0,3,1.0,0.0,0.42857142857142855,0.8177500090861332,0.362825705351173,0.3496866177111625
35,Yes,Travel_Rarely,556,Research & Development,23,2,Life Sciences,2,Male,50,2,2,Manufacturing Director,3,Married,5916,15497,3,Yes,13,3,1,0,8,1,3,1,0,0,1,0.125,0.0,1.0,1.07519120445876,0.9418503171818954,0.9501103129196532
43,No,Non-Travel,1344,Research & Development,7,3,Medical,4,Male,37,4,1,Research Scientist,4,Divorced,2089,5228,4,No,14,3,4,3,7,3,4,5,4,2,2,0.7142857142857143,0.4,0.4,0.7495742733571444,0.3325769629129445,0.3205332796834658
45,No,Non-Travel,1195,Research & Development,2,2,Medical,1,Male,65,2,4,Manager,4,Married,16792,20462,9,No,23,4,4,1,22,1,3,20,8,11,8,0.9090909090909091,0.55,0.4,1.083090493434043,2.6733520159091255,2.6967972235542286
37,No,Travel_Rarely,290,Research & Development,21,3,Life Sciences,2,Male,65,4,1,Research Scientist,1,Married,3564,22977,1,Yes,12,3,1,1,8,3,2,8,7,1,7,1.0,0.125,0.875,1.278833274411136,0.5674027265781398,0.5468552459511116
